trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.3, 'e': 0.16041356777517274}",35,20,-14.364602067142439,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.3, 'e': 0.15881742610692068}",20,3,4.661097106661223,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
185,False,"{'a': 0.3, 'e': 0.1572371663136276}",30,15,-16.20359305492161,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.3, 'e': 0.1556726303679973}",30,22,15.947303827457416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.3, 'e': 0.1541236618151314}",30,10,21.810268245758873,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.3, 'e': 0.15259010575688386}",20,9,20.77873633945656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.3, 'e': 0.15107180883637084}",20,6,21.13922130672152,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.3, 'e': 0.14956861922263504}",35,17,31.142103613218076,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.3, 'e': 0.14808038659546244}",30,14,22.694633877745044,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.3, 'e': 0.14660696213035015}",25,20,12.06693724290048,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.3, 'e': 0.14514819848362373}",30,21,15.882015365311858,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.3, 'e': 0.14370394977770293}",25,18,0.5293171646793449,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.3, 'e': 0.1422740715865136}",20,8,-11.904525028493104,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
196,False,"{'a': 0.3, 'e': 0.140858420921045}",25,13,24.107451264282908,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.3, 'e': 0.13945685621505094}",25,10,19.58126522425226,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.3, 'e': 0.13806923731089282}",20,12,12.783131976289244,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.3, 'e': 0.13669542544552385}",20,14,12.653653675151316,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.3, 'e': 0.1353352832366127}",20,7,-18.105995945785832,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 0.3, 'e': 0.13398867466880493}",25,17,15.864611114038373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.3, 'e': 0.13265546508012172}",30,17,1.301358360956925,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.3, 'e': 0.13133552114849303}",25,3,-66.53007223781255,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 2}",1
204,False,"{'a': 0.3, 'e': 0.1300287108784259}",25,12,24.01318601642351,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.3, 'e': 0.12873490358780423}",20,10,23.417568751929018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.3, 'e': 0.12745396989482075}",25,17,14.6626934815536,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.3, 'e': 0.12618578170503877}",20,16,5.666028458859445,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.3, 'e': 0.12493021219858241}",25,20,8.859099819248469,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.3, 'e': 0.12368713581745483}",20,12,5.480278730640535,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.3, 'e': 0.1224564282529819}",20,8,23.089549707866567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.3, 'e': 0.12123796643338168}",25,16,-7.5552807622064595,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
212,False,"{'a': 0.3, 'e': 0.12003162851145673}",25,13,7.665246067122777,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.3, 'e': 0.11883729385240965}",20,13,13.654617676501816,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.3, 'e': 0.11765484302177918}",30,8,24.249058504250193,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.3, 'e': 0.11648415777349697}",20,8,9.821968071052886,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.3, 'e': 0.11532512103806251}",20,5,11.718051278867431,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.3, 'e': 0.1141776169108365}",20,11,18.606611137164126,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.3, 'e': 0.11304153064044985}",30,23,14.446435609932582,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.3, 'e': 0.11191674861732888}",25,3,28.96597044547422,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.3, 'e': 0.11080315836233387}",25,12,26.352162475266695,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.3, 'e': 0.10970064851551141}",30,19,-22.75182102763417,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.3, 'e': 0.10860910882495796}",30,16,24.675729558501256,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.3, 'e': 0.10752843013579495}",25,12,-30.41022635464512,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
224,False,"{'a': 0.3, 'e': 0.1064585043792528}",25,12,-30.512482607167584,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
225,False,"{'a': 0.3, 'e': 0.10539922456186433}",20,7,26.202666450822115,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.3, 'e': 0.104350484754765}",20,12,16.37712171120833,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.3, 'e': 0.1033121800831002}",25,18,13.565054654966465,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.3, 'e': 0.10228420671553744}",25,13,15.585870113421093,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.3, 'e': 0.1012664618538834}",25,17,15.745149971245963,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.3, 'e': 0.1002588437228037}",25,16,5.134945782480187,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.3, 'e': 0.09926125155964566}",20,12,19.238494383785923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.3, 'e': 0.09827358560436154}",20,13,7.7083248286969575,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.3, 'e': 0.09729574708953276}",25,0,-0.03262176405316097,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
234,False,"{'a': 0.3, 'e': 0.09632763823049303}",20,15,10.985289457083514,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.3, 'e': 0.09536916221554961}",25,13,11.779573485627902,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.3, 'e': 0.09442022319630235}",30,8,38.21676466124291,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.3, 'e': 0.09348072627805847}",35,18,32.272479591436465,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.3, 'e': 0.09255057751034329}",35,22,25.551430682112258,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.3, 'e': 0.09162968387750484}",20,10,15.921766958155459,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.3, 'e': 0.09071795328941251}",20,12,15.090980057489249,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.3, 'e': 0.08981529457224763}",20,14,10.788640121087042,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.3, 'e': 0.08892161745938634}",25,19,8.053877225278919,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.3, 'e': 0.08803683258237255}",30,12,38.18805872193677,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.3, 'e': 0.0871608514619813}",20,12,16.23651115972359,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.3, 'e': 0.0862935864993705}",25,16,15.962494553128716,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.3, 'e': 0.08543495096732123}",20,14,10.442954644451449,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.3, 'e': 0.08458485900156469}",20,5,15.462778988745471,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.3, 'e': 0.08374322559219596}",35,20,26.913894313877865,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.3, 'e': 0.08290996657517266}",25,14,22.937821079325204,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.3, 'e': 0.0820849986238988}",30,17,20.734861332982245,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.3, 'e': 0.08126823924089167}",30,13,17.440815432029623,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.3, 'e': 0.08045960674953244}",20,6,25.8838167983859,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.3, 'e': 0.07965902028589801}",20,12,15.503643576201487,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.3, 'e': 0.07886639979067495}",20,13,2.2946998322630243,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
255,False,"{'a': 0.3, 'e': 0.07808166600115313}",25,15,13.83908695572839,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.3, 'e': 0.07730474044329974}",20,10,15.635842236299041,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.3, 'e': 0.07653554542391151}",25,15,-6.253780458183215,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
258,False,"{'a': 0.3, 'e': 0.07577400402284548}",25,8,5.231883833128608,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.3, 'e': 0.07502004008532698}",25,20,10.694481949402984,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.3, 'e': 0.07427357821433388}",20,7,11.753952614975454,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.3, 'e': 0.0735345437630571}",25,19,12.115950973943857,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.3, 'e': 0.07280286282743559}",35,15,37.76957548715157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.3, 'e': 0.0720784622387661}",25,19,-0.41032702352224937,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.3, 'e': 0.07136126955638605}",35,21,-39.76815771300389,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
265,False,"{'a': 0.3, 'e': 0.0706512130604296}",25,13,23.701072102999007,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.3, 'e': 0.06994822174465536}",30,12,30.116875219597524,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.3, 'e': 0.069252225309346}",20,16,6.444159984240376,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.3, 'e': 0.06856315415427791}",20,11,16.746972292677818,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.3, 'e': 0.06788093937176144}",20,12,12.279580971324926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.3, 'e': 0.06720551273974976}",20,7,25.19068552939793,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.3, 'e': 0.06653680671501686}",30,20,15.99478239340493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.3, 'e': 0.06587475442640295}",25,17,14.865131055104836,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.3, 'e': 0.06521928966812753}",20,14,11.099807034512235,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.3, 'e': 0.06457034689316847}",20,3,29.557790308967654,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.3, 'e': 0.06392786120670757}",20,16,8.338797787824465,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.3, 'e': 0.0632917683596407}",25,15,20.225716198621786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.3, 'e': 0.06266200474215315}",20,14,12.775614654716573,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.3, 'e': 0.06203850737735829}",35,22,23.172247933295594,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.3, 'e': 0.06142121391500013}",20,16,6.198791754710792,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.3, 'e': 0.06081006262521795}",30,13,29.750925627553606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.3, 'e': 0.06020499239237354}",25,18,14.350835724547677,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.3, 'e': 0.05960594270893937}",30,20,19.502024341059954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.3, 'e': 0.05901285366944784}",20,8,23.89408858018843,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.3, 'e': 0.05842566596450083}",25,20,8.280723834857241,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.3, 'e': 0.057844320874838456}",25,17,14.237588312985862,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.3, 'e': 0.05726876026546736}",20,6,23.774138866260763,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.3, 'e': 0.0566989265798469}",20,15,11.44623320210954,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.3, 'e': 0.056134762834133725}",20,10,11.477778261714933,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.3, 'e': 0.05557621261148306}",25,10,31.883826800302444,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.3, 'e': 0.05502322005640723}",25,17,5.009015818029695,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.3, 'e': 0.05447572986918986}",30,21,18.610710014479146,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.3, 'e': 0.05393368730035602}",25,13,24.16923817541945,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.3, 'e': 0.053397038145197084}",25,12,23.020106250194733,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.3, 'e': 0.05286572873835037}",25,18,14.645515667490727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.3, 'e': 0.05233970594843238}",30,13,31.562446549728406,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.3, 'e': 0.05181891717272583}",20,10,19.60351254683444,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.3, 'e': 0.05130331033191911}",20,0,32.63259616305807,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.3, 'e': 0.0507928338648985}",35,15,36.5426987303581,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.3, 'e': 0.050287436723591865}",20,12,18.62128687426352,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.3, 'e': 0.049787068367863944}",20,8,9.906202936282687,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,14,9.326172202178974,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,20,11.162755284285163,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,13,13.406549738475046,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",30,18,20.009841537416957,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,10,19.04801580317255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,20,18.169089550202333,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,13,14.36812655303617,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",30,18,26.063013887956945,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,9,20.39499652839874,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",35,20,26.60747725901023,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",25,12,23.86176027931903,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",25,13,-20.376980803224594,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
13,True,"{'a': 0.0, 'e': 0.0}",20,12,16.764872613079188,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",30,14,26.29709389918735,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",30,13,36.75735799579984,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",30,20,18.390643542690174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",20,13,-111.61817484191339,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 3}",1
18,True,"{'a': 0.0, 'e': 0.0}",30,13,32.359182638284885,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",30,16,28.79037606772783,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",25,14,23.37643027031002,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",20,10,20.611280605127895,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",20,6,25.682802777520592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",20,12,16.010340219085116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",25,13,21.384737223816735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",20,10,21.103951397020904,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",20,10,23.673711504980364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",25,20,7.435714295140999,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",25,17,14.911034797596386,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",20,16,7.035271994766397,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",20,9,25.88849622528489,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.0, 'e': 0.0}",20,9,18.648690733825507,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",20,12,13.61304623922659,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",35,13,40.13134919404478,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",20,7,22.411083132828374,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",20,11,15.542747334431052,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.0, 'e': 0.0}",25,18,13.306694965389594,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",20,6,24.563905137168064,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",30,22,16.6291307618716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.0, 'e': 0.0}",25,13,22.410871082633953,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.0, 'e': 0.0}",20,8,23.91029058308839,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.0, 'e': 0.0}",30,20,20.342139504006788,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.0, 'e': 0.0}",30,21,16.522856386156963,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.0, 'e': 0.0}",30,17,25.748943801899472,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.0, 'e': 0.0}",25,10,30.818889933248535,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.0, 'e': 0.0}",25,19,11.552934049359813,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.0, 'e': 0.0}",20,15,9.8181099306304,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.0, 'e': 0.0}",25,13,24.396503282507165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.0, 'e': 0.0}",35,18,32.852545463881185,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.0, 'e': 0.0}",20,15,9.131198890370726,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.0, 'e': 0.0}",20,3,30.1346079528831,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
